Timestamp,Used_Mem(MB),Avail_Mem(MB),GPU0_Util(%),GPU0_MemUsed(MB),GPU0_MemFree(MB),GPU1_Util(%),GPU1_MemUsed(MB),GPU1_MemFree(MB),GPU2_Util(%),GPU2_MemUsed(MB),GPU2_MemFree(MB),GPU3_Util(%),GPU3_MemUsed(MB),GPU3_MemFree(MB)
2025-03-17 01:18:04,16983,169141,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:09,17041,169084,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:15,17817,168308,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:20,18344,167780,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:26,18498,167627,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:32,18578,167546,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:37,18759,167364,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:43,18847,167278,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:48,18803,167321,0,2257,20334,0,719,21872,0,719,21872,0,719,21872
2025-03-17 01:18:54,20041,166089,35,6767,15823,37,8273,14317,39,9912,12678,44,9095,13495
2025-03-17 01:19:00,22094,164029,76,18392,4198,73,21071,1520,76,21071,1520,97,21071,1520
2025-03-17 01:19:05,22161,163963,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:11,22117,164007,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:16,22055,164069,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:22,22049,164074,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:28,22016,164108,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:33,21992,164132,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:39,21981,164143,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
2025-03-17 01:19:45,19533,166591,0,21071,1520,0,21071,1520,0,21071,1520,0,21071,1520
